"","","","","",""
"1168",41143.6289830537,39006.1015114667,38726.8093285404,38612.8138116565,38606.2679784113
"1169",39438.030345273,39278.1351851097,39193.9365857203,39189.136881799,39202.2741476228
"1170",-18544.2639236167,-18656.9228431612,-18644.3400122937,-18627.6934019345,-18611.155892466
"1171",-25517.3538582992,-26975.4489409196,-27074.0600306675,-27067.4375199068,-27054.6158035619
"1172",-17764.9999346537,-24082.5630844487,-24814.7229740512,-24842.7903283538,-24843.6578464992
"1173",14966.0938462521,12501.3527306548,12153.4321827765,11995.1645167511,12013.6662653524
"1174",9817.23293631951,8785.79573756958,8727.38505288997,8730.69840401515,8748.5064129611
"1175",-19961.2951930671,-20939.9872569138,-20922.8505118403,-20906.3928072176,-20897.3895582349
"1176",4033.28254751406,3726.7794003787,3735.73833725717,3753.94859890412,3770.86918969172
"1177",-9146.74430403874,-9786.07640325688,-9818.05571558752,-9836.76697598966,-9884.27332146479
"1178",46487.9683821715,42795.5152822477,42608.2439502654,42620.9846029185,42631.9710408086
"1179",46093.8665076847,40102.5614782657,39751.5952531688,39757.9178043889,39772.6797899231
"1180",29582.5792671,28259.8077322862,28272.5802477912,28206.7901897319,28205.3899777768
"1181",-4735.39227998054,-7611.1480406314,-8206.45123270247,-8302.58309141229,-8288.75427523854
"1182",30644.2294692295,27948.0442952032,27901.1819364487,27906.4005198692,27916.3736749636
"1183",-20217.6772989405,-22907.8233106591,-23024.9955336502,-23007.8889117722,-22992.4935486577
"1184",47722.4884123207,42157.8504114604,42002.7557851778,41989.2065961846,42006.9708057364
"1185",-1900.0024158658,-7006.54824980601,-7014.05211292749,-7026.92372482863,-7044.50252831679
"1186",47358.0195627125,39324.422508668,38797.2438369551,38797.4425850205,38814.874612104
"1187",30606.377725452,27981.624509417,27157.7707100453,27173.5255907533,27140.3916935939
"1188",24949.7658915809,24120.4599983013,24136.6603768005,24117.0379968844,24097.4985676778
"1189",23310.9256428099,19822.1423804463,19389.0584774767,19391.434169492,19365.3935457605
"1190",1979.29758272298,-815.677855617645,-894.667940904884,-924.736602782283,-925.096656674103
"1191",40286.5582709088,40051.5718091084,39805.6646060657,39799.2358075232,39805.4355314486
"1192",41193.7269671225,40924.8614203638,40286.5604352478,40252.8388445657,40239.5757065512
"1193",-17277.4929720885,-17411.1703728853,-17433.9854014342,-17436.6232383169,-17418.2952774289
"1194",43441.214833539,43239.2171881314,43135.1570135251,43152.4863509425,43161.7042718066
"1195",42306.0151880738,42030.6388713008,41983.8429240119,41993.9328601382,42010.7113573548
"1196",8776.53640903629,6965.39184755389,6940.48322863053,6947.72834884103,6958.30705022015
"1197",51075.4646202847,42030.033372458,41576.9720948398,41519.565249284,41535.5960764434
"1198",-11498.8397009394,-14325.2244518754,-14307.6321002577,-14302.2956922532,-14296.9109104726
"1199",-11175.9087900241,-14302.5811696831,-14483.2896735857,-14472.7748167055,-14466.0069682124
"1200",15698.6014640993,15050.0680143256,15011.7299456685,15011.7556844536,15027.2340555615
"1201",-25115.0484910348,-26968.7729038321,-27240.9931273355,-27239.7779970141,-27222.6349811699
"1202",40830.7736865284,38565.9382330537,38089.2198305448,38042.7472192709,38060.4225783555
"1203",-8041.96731561231,-9933.42856854866,-10055.3859871142,-10047.2953893911,-10028.7791737313
"1204",-18972.9401431333,-21755.4055865574,-22013.6957374391,-22037.1365801578,-22021.0798131047
"1205",-8685.22844821354,-10340.0405858401,-10362.8735869993,-10407.129507593,-10400.0167994397
"1206",-10416.6051259154,-10927.9771570626,-10960.4131193584,-10986.9231253845,-10968.9955343455
"1207",38197.9929586609,37654.4091021236,37649.731253438,37667.9635487555,37680.4535217564
"1208",37210.7271159527,35787.0152257892,35582.0029166909,35549.9155580495,35515.5525654248
"1209",45234.7086755956,44023.347931518,43981.2960512678,43911.3917577959,43907.1230296041
"1210",46458.714422083,45236.5113320898,44997.5550877582,44830.8072986909,44833.2121021108
"1211",275.319204873081,-3172.52511931171,-3260.20066539641,-3296.28750874507,-3308.67046974886
"1212",-23892.5229500472,-24930.0417287071,-24941.9087444072,-24976.9036074465,-24969.3598559735
"1213",-18850.2398003816,-20674.729707479,-20686.3723665836,-20668.9870102485,-20658.0305634692
"1214",-7339.06721239172,-8749.30579384857,-9045.15814295096,-9034.34082002862,-9048.88628500116
"1215",44603.1676160062,43229.338912532,43144.9628898976,43050.4680439843,43056.3247719031
"1216",-8611.12988702494,-9191.009225964,-9177.16761685533,-9161.87641208593,-9143.74178974465
"1217",51077.9055480279,42027.2967026988,41574.6659549005,41517.0691727311,41533.1198845739
"1218",39337.8128642512,39182.638813603,39088.6800281881,38998.1692125059,39004.0638268547
"1219",-13171.4341807591,-13897.4480827313,-14008.2187927562,-14058.8922585239,-14051.4209919674
"1220",48220.4759516702,42710.458971421,42556.139000402,42543.0837830584,42561.1420955806
"1221",-3985.22523105517,-4134.34583894785,-4151.20566945967,-4140.51675828431,-4122.21836893983
"1222",46538.8219014518,43144.477775369,42972.1613065025,42989.9208559941,42998.3479789377
"1223",-12676.1321241049,-13883.7799805826,-13889.8461100624,-13879.546212522,-13865.3547906869
"1224",43001.797692428,40772.1603912739,40741.0418067059,40483.1729546527,40496.5661961316
"1225",-14942.634109079,-20056.9227068544,-20316.2820142417,-20333.8106279099,-20325.8632050093
"1226",-16608.5136465778,-18350.7981978312,-18386.4192091245,-18456.8366390666,-18458.7779534456
"1227",-10609.115024244,-11229.0352889802,-11501.2651732798,-11500.7930200405,-11538.0078213421
"1228",28314.7930841337,24469.4446784049,24329.5054843033,24311.835101491,24289.1461471819
"1229",2963.38474617148,-3826.73726574656,-3811.58822244004,-3793.78855077226,-3778.55551927904
"1230",18616.2711438561,18348.2668934226,18259.6514466359,18202.6570502765,18110.3802257658
"1231",21819.5601510727,21731.0488232607,21394.751681076,21388.5879907117,21346.8683000151
"1232",-10038.1679727775,-14252.2639014836,-14300.5295966345,-14319.5649430957,-14332.7823218167
"1233",-15118.058752254,-16327.0056909278,-16939.576041298,-16953.5841015938,-16945.1371198298
"1234",27379.1399194106,27124.0006634008,27116.0543473806,27134.4378608961,27147.741605999
"1235",32936.8471440105,32247.4731474524,31838.6700108752,31848.7667697102,31864.9908099955
"1236",21509.2619657558,19902.1261131635,19259.8973381654,19163.068582741,19128.9621501279
"1237",-11757.8429900794,-12258.2263943488,-12240.2504587062,-12223.7884414593,-12205.2729598857
"1238",38773.820165779,34301.4241342201,34289.1068780655,34125.8265689217,34111.1463379597
"1239",-6072.52509958767,-7770.67336242692,-7780.35145818049,-7763.7145173906,-7757.7659123853
"1240",28929.9835726992,23179.5752550463,22529.1482710139,22391.1291239024,22301.6078225284
"1241",5864.58890574484,5374.8296186875,5384.06528278518,5400.94893472539,5418.87515179787
"1242",17586.0641568723,15030.7319572444,14986.3878342934,15000.9404855399,15015.6994399216
"1243",-4689.74491959711,-5010.40291551462,-5007.35201321846,-4989.25074216065,-4973.9414359482
"1244",17956.8659504977,16045.665800874,15914.1001473019,15858.3280035333,15871.648111554
"1245",-16842.4314995198,-17153.3189084339,-17136.0348990621,-17131.3648963758,-17112.7372459959
"1246",-15611.7502091606,-16179.2231666795,-16183.9008855783,-16174.6687795296,-16160.3203520085
"1247",-7712.36534626046,-9020.56686067118,-9011.97237126829,-8999.66458013838,-8984.30801226192
"1248",26032.0034282022,25973.3094322619,25745.5597212711,25686.9398943777,25650.6465934151
"1249",-11408.4247628359,-14190.0707438389,-14199.9168374387,-14210.5646077785,-14191.8470662532
"1250",-12338.1259107713,-13565.9579900606,-13560.5195949134,-13568.9436901188,-13564.3394731832
"1251",37442.4409132832,34485.3727209301,34470.4976832805,34366.4006770068,34365.2064907387
"1252",-15190.3482622154,-15613.9834524593,-15603.0282412151,-15590.7016359281,-15576.1552318501
"1253",-11866.4886831357,-15656.8414324961,-15897.0215337892,-15909.7109595288,-15913.5031069174
"1254",-11569.6431943789,-12536.0717790872,-12585.2961731763,-12602.6975498911,-12599.5471473923
"1255",-19491.209180057,-20692.3519522542,-20689.1704622717,-20678.2109987316,-20684.1362588425
"1256",-20816.5659697541,-21285.6114688306,-21350.8157482241,-21338.6692743473,-21325.366202128
"1257",27265.3998646154,23577.0400457855,23595.5350182271,23604.4815073829,23622.6276745536
"1258",-21091.6013381574,-22019.4162251688,-22052.6073512505,-22072.9272325186,-22061.203146229
"1259",-9538.69510081408,-12975.0207809148,-13019.8410688023,-13001.9029242451,-12986.0486850052
"1260",-25935.0378117045,-27292.1266783911,-27372.3260500497,-27360.9952774575,-27348.9579169678
"1261",37111.2031792041,35787.6861084668,35780.4291331642,35763.2752744128,35779.3995438489
"1262",1782.32237579542,-5124.84883308148,-5303.69114118547,-5324.70969114495,-5340.70415252623
"1263",31532.8985724789,30585.548239378,30166.7627997436,30053.5856438669,30009.6440922877
"1264",51079.310746816,42025.4938831406,41573.1382351405,41515.4270033247,41531.4910363216
"1265",-28086.2119386388,-28764.7351904225,-29373.2770020497,-29440.297091368,-29459.2410214018
"1266",46258.8658801736,45888.2139592461,45885.270246484,45825.0231252381,45788.4649869445
"1267",-14309.5453199975,-16501.1689817119,-16541.3443064903,-16523.4196134527,-16508.5524866377
"1268",-17923.8184803506,-18371.2296127316,-18397.2515768797,-18386.9353708536,-18378.3093543967
"1269",-14341.268316823,-15771.7493752245,-15775.3207975817,-15764.4645672298,-15755.5088760531
"1270",-9768.87040462944,-9940.7371519814,-10009.3396414453,-10023.8680617348,-10035.884535206
"1271",-14942.3034395813,-21257.5926766688,-22039.3991480653,-22036.5924570217,-22044.5569037796
"1272",-11987.7284358789,-12297.3626847983,-12372.4740896978,-12469.3075071352,-12454.3235755004
"1273",-8980.98612050487,-9823.56053140791,-9811.65341066232,-9800.91866741674,-9783.62497484605
"1274",-8471.05267188125,-9055.20566998014,-9055.98191035987,-9046.99330314209,-9033.74715775134
"1275",49576.4948661837,42247.8371524691,41930.686252754,41885.3283395019,41896.7568962739
"1276",-16149.4152569203,-16146.1341107462,-16193.8117624984,-16175.5583337088,-16159.2809566359
"1277",42938.0051876914,42852.3921075526,42810.6883338769,42807.6511224665,42769.8188150891
"1278",-17794.4620800771,-18075.1835920843,-18080.794501193,-18081.7356435262,-18063.8276074111
"1279",-8364.30329081821,-8535.92586941454,-8631.08725831756,-8672.17151523731,-8653.45065704225
"1280",-4530.42773078072,-13561.3644235644,-13587.9733633559,-13786.7525304128,-13787.0345855489
"1281",-6294.88483774765,-6300.42414685579,-6317.1824305214,-6304.18351934631,-6285.47863121386
"1282",10788.8721636,9008.34976282677,8143.73157103569,8104.54799562021,8113.79099612175
"1283",-13924.5494891011,-15023.6863796579,-15355.6411433684,-15376.1831959494,-15368.0002603926
"1284",-16660.7225137821,-17743.0504723821,-17760.4814151927,-17745.2810994579,-17730.597848854
"1285",-8219.52268484996,-8492.41777082078,-8639.7193677328,-8627.73372703541,-8620.82131705202
"1286",40830.3697986553,38588.0985227323,38266.9482670062,38153.3349052832,38149.2632112951
"1287",41051.5324433021,39146.036832874,38776.703405219,38679.0100494806,38684.0706581633
"1288",-13807.0278071528,-18487.5740906959,-18613.0882370028,-18619.685379782,-18629.643939729
"1289",-8834.72215674329,-14530.4830512378,-14563.3586486537,-14558.7088062987,-14548.4809673957
"1290",-6817.36568832379,-8380.52414547646,-8371.14492328866,-8363.48216910017,-8352.44830874287
"1291",-12914.401673137,-13949.4109713794,-13934.2345785951,-13921.9358814746,-13936.3150611391
"1292",-12954.1289763186,-13646.1091103549,-13773.7145603417,-13760.8784902138,-13743.0250968916
"1293",51620.9641849233,43525.8829569174,43212.5324232779,43137.1740507447,43152.2052069372
"1294",8283.62984702071,7723.21603448877,7703.46391272938,7720.1371074937,7738.75393890166
"1295",51080.6385158861,42024.0346765819,41571.8726823588,41514.0686562406,41530.1446366936
"1296",36781.6252164179,36297.3150100326,36297.0485309332,36311.7832410465,36327.015669168
"1297",43023.8998261396,40897.9744298966,40857.071449548,40839.141070574,40853.4003924896
"1298",43786.1638357167,41616.2190393187,41357.5700383876,41357.4383437694,41364.1085456826
"1299",-12792.3294626643,-12842.7875887617,-12862.6817338326,-12854.7944648752,-12855.9833039336
"1300",-6642.80085552108,-8231.99017491164,-8370.53804530269,-8473.34878011002,-8457.10191242421
"1301",42508.6575547421,39933.0383303989,39950.5295429467,39941.5370067714,39952.9586242453
"1302",-23782.9260892057,-26027.6589327966,-26132.2513005669,-26153.8542733062,-26140.0325361808
"1303",7340.40988838021,6749.12058703417,6700.83896617049,6670.7955644823,6680.01717049545
"1304",-10961.76563993,-13681.6408712495,-13800.9736244757,-13797.3430358942,-13782.7618029863
"1305",4256.3619071357,4072.17293431043,4036.23583024058,4048.20963676427,4066.934220641
"1306",20347.8463756843,17788.3303261701,17305.1488168607,17310.8932649409,17325.8743968135
"1307",-9794.63017244533,-9898.86105285198,-9921.32057310619,-9914.83790948021,-9902.02206208862
"1308",40437.1468536939,40275.5422626974,40095.2632923642,40087.776318328,40101.8128070505
"1309",31432.214619325,31385.0551833227,31148.4406571686,31126.2759856142,31105.8886491473
"1310",41157.178081296,38923.9744208609,38769.9743638766,38656.3519237261,38641.6556947581
"1311",-17457.003210514,-21245.9585451208,-21350.54158807,-21339.2297390416,-21329.4698162056
"1312",39534.3119522018,38741.3353611499,38093.294971447,37910.2994189929,37845.4156769344
"1313",-23414.5732718751,-24180.8817127512,-24277.2768921265,-24263.8914340285,-24253.1961888564
"1314",8728.13509039848,2477.2569703813,2243.69573441213,2251.4503397024,2247.22303856586
"1315",40228.0015287985,37671.139479309,37570.0136936229,37467.8103378661,37455.6279441923
"1316",40745.4049222094,40674.9503112538,39870.9359183007,39587.7815484667,39554.7268513342
"1317",-10115.2958341204,-11817.258230587,-11812.1219504202,-11800.7433835764,-11782.7186053802
"1318",46889.9260046374,46482.5451761932,46453.2415841897,46349.9076921489,46303.3960890943
"1319",-9994.80485451064,-11111.8489547214,-11141.0338009002,-11155.0412875157,-11138.4485009843
"1320",-5544.21225013231,-8149.52562688621,-8208.09845086002,-8267.68777753049,-8299.91393364636
"1321",44681.2338710785,40223.9481856681,40165.7895162401,40183.53022782,40201.2443096619
"1322",-8197.53720710074,-8416.82312342282,-8832.34620187624,-8849.02281873226,-8848.56675209896
"1323",-20913.9415601305,-21042.4483286552,-21193.5177404659,-21275.4891368629,-21263.5220680155
"1324",43762.9149577989,43503.7360725398,43366.2198080922,43369.2355050575,43380.8860562418
"1325",12308.107747535,11282.7707876367,11289.8769316643,11309.1560122464,11327.2966834909
"1326",33905.0251470604,33750.9653531143,33747.6993472741,33759.039689629,33771.0873033362
"1327",40870.6405035758,38450.2771037546,38088.3867544238,37970.5441165837,37958.3437710944
"1328",51075.4506335232,42029.9920463134,41576.9349718953,41519.5272044374,41535.557130956
"1329",38235.8194887332,37987.2002442349,37920.9264343181,37933.2624712568,37942.8321408859
"1330",-3602.30692696017,-6939.48313664708,-7132.30810658154,-7232.72173384028,-7223.38697460539
"1331",51075.5383924776,42030.1025066233,41577.044940419,41519.6343836413,41535.6641709602
"1332",-13895.9421600304,-15329.4267769555,-15504.3723461691,-15518.5500930931,-15508.3197920007
"1333",-9152.45517399224,-12043.2209387185,-12366.8758730868,-12359.6203079518,-12347.1505966462
"1334",41243.425637407,39201.4836658051,39088.8931452169,39000.9609166714,38995.8765706238
"1335",41009.7459514564,39276.0692557391,38850.1799021947,38760.2157184494,38765.1530684091
"1336",-10787.7656324057,-11817.3122743595,-11937.4375879583,-11942.9429500607,-11930.6591465084
"1337",34907.8351185069,34242.2856597961,33932.767012264,33857.7939171736,33855.620773321
"1338",44875.8067275223,37831.0886900115,37328.738875424,37343.4450722584,37361.0382618262
"1339",40627.6153042013,38411.2866604324,37965.754597518,37889.5814505914,37899.754647954
"1340",-5880.70991873421,-6896.08439611357,-6903.64412229263,-6893.4311110564,-6881.66057872133
"1341",18590.6147473697,13440.875153971,13391.0253911298,13013.3457181951,13019.4799993818
"1342",8678.27442974345,3926.41278527018,3830.85655998605,3840.5631746054,3851.51400307614
"1343",34800.0963759979,34456.8770123136,34458.9746376013,34464.5408673846,34480.6974555066
"1344",-12569.8587449162,-12749.9562773979,-12818.4614831395,-12831.5154978535,-12827.6712583288
"1345",6824.54632050107,5973.05862789667,5931.10823493578,5938.41016074185,5951.66645854179
"1346",-4908.00702524021,-13862.0916415009,-14165.8742159758,-14149.8352668154,-14138.9430920399
"1347",44554.3518733466,42552.3948515444,42529.6860427534,42547.0115729705,42554.8630980665
"1348",-7468.62523993299,-13120.8659213063,-13302.671935092,-13320.9841165859,-13309.9952949695
"1349",-5847.54577973759,-6994.80745475322,-7155.9398649763,-7160.05140239801,-7142.15432103115
"1350",31784.0222102317,30544.4591608316,30536.1886379597,30495.4118539584,30502.411606359
"1351",39786.9111319524,36274.9573763369,36133.874386158,36054.7463497135,36047.7983419458
"1352",-10120.6846349774,-10984.0636470776,-11125.2587708263,-11133.7858141746,-11152.7590879424
"1353",-12583.4158645573,-16267.4268301354,-16482.8207676537,-16467.8824741403,-16450.853040764
"1354",139.799720822725,-1915.8000673481,-1959.53809593826,-1957.28982253538,-1947.18613566182
"1355",-12340.3795450318,-14486.0112748671,-14549.3608133339,-14559.3883394439,-14548.2863623668
"1356",-9037.90466303687,-10086.278243332,-10067.2899444268,-10047.8314791591,-10044.5088651042
"1357",45644.7716159422,39471.6341015919,39362.0073843225,39368.3967464745,39386.6508897357
"1358",36916.3835755136,36655.3596808604,36557.2856062959,36489.6506359412,36501.3456569598
"1359",16433.9687200482,13517.3296112176,13093.5444908095,13041.0638115707,13059.5192935922
"1360",-5274.96579257897,-11858.7020757861,-11841.0739546141,-11844.0681119724,-11844.9110659508
"1361",-4778.3130097257,-7101.36954260044,-7097.70641951669,-7103.22996350916,-7084.92857870797
"1362",-24531.5177265609,-27076.5755652902,-27062.9758459669,-27057.7751830877,-27039.3203010939
"1363",46849.873968556,42987.187707712,42959.3593349,42970.2816625919,42980.710447107
"1364",21053.7691515295,16789.1630761779,16276.978823109,16182.8116405908,16165.8146353344
"1365",-10341.0372552999,-13842.1323406288,-14097.0576031447,-14087.077044231,-14072.8237821703
"1366",-20807.7148494132,-21857.9807510425,-21866.4256315627,-21863.1187510342,-21865.2058075777
"1367",37075.4346462178,36471.5485653659,36336.915860635,36346.4935929432,36324.169281224
"1368",-8394.46726905759,-10743.5898701704,-10886.1398930402,-10980.5206052289,-11013.1579115128
"1369",47948.8738814559,40540.4129145837,40182.5274691715,40177.7825795159,40184.3866012144
"1370",-11901.5246004352,-14742.4824294577,-14782.568925049,-14771.6634236944,-14756.4860206629
"1371",48111.9300592195,43412.7633595578,43354.441138829,43355.5077744828,43355.2075066475
"1372",42250.4787169223,41339.5113740371,41291.9181853422,41301.9151471751,41305.6760952604
"1373",-8907.64824171055,-13037.751604064,-13077.0091303233,-13076.0931607819,-13099.0611947226
"1374",41547.5660404959,39467.5078981554,39244.1654924159,39133.1329774506,39120.2839101779
"1375",42246.8136050536,40036.2888916052,39834.0814684156,39752.9014651785,39751.2140863674
"1376",43946.7732665046,43188.3006170712,43152.6189140052,43079.78036957,43064.6275023783
"1377",28133.4873003967,25455.4798809032,24290.6587157872,23310.8443831468,22663.6715289926
"1378",31705.7814973116,31259.8192537979,31134.4268175346,31111.3954520731,31121.4874642001
"1379",-7511.05098203886,-11309.8647003979,-11364.5278072354,-11354.2601228871,-11340.8790786946
"1380",35069.9241930643,34814.1350051996,34538.4647204989,34516.4574231995,34523.1638812942
"1381",-18689.2507869389,-20835.8731557064,-21036.8156292552,-21028.5232357734,-21037.4293851801
"1382",24386.4103307775,20984.1520787164,20640.6828460308,20556.4034726565,20544.3246992548
"1383",-23074.1952044766,-24440.6875574423,-24434.7399658708,-24437.3070645812,-24418.2849751403
"1384",-16660.454019651,-19619.627158829,-19670.6916404101,-19666.6360129818,-19649.4801269163
"1385",50965.2053463083,45640.9831663393,45548.6789019166,45508.979913474,45507.807348357
"1386",-1951.91985905214,-6984.79576337711,-7409.283867722,-7624.76691569213,-7608.85917482398
"1387",-5954.60764670837,-9339.47892099002,-9693.26704332142,-9733.95271286377,-9727.09296217893
"1388",49371.9931539792,40489.7267818923,40091.6714003571,40099.6751566967,40117.9787153639
"1389",1999.64005868265,-19.270770152607,-51.0126846569732,-40.8209156058487,-43.175614208997
"1390",-16723.1081287438,-17160.8606956661,-17182.6338282445,-17167.4936714893,-17151.8504417548
"1391",-17955.7479272908,-18945.1554623993,-19057.6186849804,-19041.0716446178,-19033.89525746
"1392",38816.3007752053,37871.6317826957,36942.0959945185,36850.1972884755,36863.7160837602
"1393",-6587.99386730725,-7773.47493905479,-7930.01635463297,-8047.14125927232,-8038.72359647286
"1394",-24358.1022257009,-24963.6160373847,-25052.0235815973,-25117.8565350136,-25099.3995276564
"1395",35462.4056176693,34445.1606230228,34371.5007719944,34297.6726341118,34310.4472087361
"1396",39504.5401474795,39483.3166971003,39443.0323749397,39447.4581070834,39415.718480544
"1397",40243.9698420224,39867.1065474159,39138.7847405291,39077.0785987564,39043.7603725447
"1398",-15216.8652268352,-15399.1570424432,-15465.0435057829,-15469.0895385809,-15456.0544956995
"1399",37344.3628952437,36832.6004618395,36738.4455744645,36699.6478320831,36681.9636642484
"1400",24934.3460687342,23582.4639595283,23531.5151684632,23525.2196067748,23433.9615720517
"1401",40886.0729128111,38536.5602322657,38182.9346582622,38084.6604070848,38081.9019794294
"1402",45463.4472317202,43110.652921744,42999.6640215282,43010.414410436,43028.5711726684
"1403",40795.3016228324,38528.2530593617,38175.608660356,38070.4491657772,38073.7358058408
"1404",44610.4136969069,43675.943527878,43628.5796211481,43498.5458446043,43493.0238722584
"1405",40864.8804840321,38538.9880843447,38416.5158460933,38312.3475720129,38301.9183530118
"1406",40940.2784639996,38807.1146067819,38499.6142273701,38390.3419891559,38388.4472785953
"1407",-13185.0455949864,-23200.4510805161,-23792.8116596817,-23929.332906269,-23934.3841079114
"1408",36807.9154643416,35578.031830181,34866.8887145845,34863.0331062896,34869.4206091696
"1409",48104.7346852217,40108.4574282694,39589.527036456,39588.2932189456,39606.4512512004
"1410",-23077.5486464331,-24678.3815842102,-25065.8955994595,-25099.0500840364,-25087.5264957798
"1411",-16986.7546572754,-17275.2270349844,-17271.867906807,-17253.6151553768,-17243.5527100923
"1412",-12616.812441417,-13192.5178355689,-13387.4750249833,-13429.1561032045,-13423.0646322604
"1413",33113.486172462,31931.2292145386,31898.6775635261,31911.6093419731,31927.6174052666
"1414",40478.3049684754,40047.5583229001,40000.5704446781,39975.8367959396,39971.0230011942
"1415",-18514.211939389,-18549.2117430688,-18532.9751373029,-18518.0545503459,-18500.1126082218
"1416",8858.20314854972,8303.8298110105,8306.07521065657,8309.11338038824,8304.64991051447
"1417",-688.005327364495,-814.780124326301,-821.697600642214,-807.423201121725,-790.188497509148
"1418",-9201.47541692306,-13792.4581097095,-13947.6998161104,-14066.9723359918,-14074.5054818394
"1419",-13654.9052969252,-13731.9350757119,-13767.6017446542,-13784.1409365578,-13771.3809366274
"1420",-10872.9067034293,-11431.8460724744,-11557.69722319,-11562.4095802845,-11548.7141354061
"1421",47734.8803403179,42867.6685943913,42793.6983182654,42759.5102623011,42759.7916667087
"1422",37197.096662819,33114.8101733842,33129.194535561,32931.275929579,32929.3056114043
"1423",51203.8325532478,44758.2905962147,44595.9858382328,44527.7918928529,44532.7458276399
"1424",-19478.2708696372,-20088.0531042348,-20106.3210303976,-20088.3552302589,-20085.2267247695
"1425",25564.990172249,23936.8333457995,23954.7842308665,23949.3956594382,23947.5814727304
"1426",47557.7200544376,40275.3211099415,40059.9787788791,40075.579354859,40092.0198304434
"1427",-1062.30148040379,-6622.24499746188,-7017.97691623425,-7096.81122510654,-7078.00593813879
"1428",46029.4733751517,39206.6925822424,38767.2572274412,38775.5176598881,38791.7904010457
"1429",51430.6419754458,43523.9881662831,43214.0111332885,43138.4223150326,43152.9037529879
"1430",-7682.17729253033,-9253.42086443908,-9238.90895269984,-9233.17895013835,-9225.8839761458
"1431",28108.5369581654,26292.8557064356,25633.1411447186,25638.4183976911,25621.1910081064
"1432",39049.8913210056,38966.9557443021,38163.7126619021,37861.0919584794,37850.9892021992
"1433",-17137.4897919169,-19594.902088662,-19886.8309519918,-19876.8862286917,-19871.3067776099
"1434",41085.1301844938,38867.5908074927,38606.5576178268,38486.993032891,38470.344195858
"1435",-11086.9621815065,-12571.9114873032,-12625.6410011743,-12629.2908218701,-12610.8330705913
"1436",-10677.810890977,-11826.1580967773,-11811.0605589307,-11800.3390804245,-11805.4507280808
"1437",-7374.50168604905,-8719.18346714502,-8782.03726173145,-8820.31476382187,-8801.65318495506
"1438",12045.5555259606,11541.0111731235,11519.1633587016,11537.1946506736,11555.7588280225
"1439",33512.4334400345,33148.5631786391,33148.6135098929,33158.3301458049,33161.2585171648
"1440",6911.80596093701,6606.18992194495,6567.97118794908,6582.91825697345,6601.23373120623
"1441",-8032.28280727128,-8877.18361804118,-8866.08173503368,-8873.14032469719,-8863.7314438399
"1442",-15890.7385782762,-16954.3672730194,-17005.5881130819,-17004.3835331793,-16992.8629074658
"1443",43501.0466069503,43106.2541897705,43082.7391745192,43096.4235736069,43105.4542802654
"1444",-5952.99322611336,-11323.57563056,-11484.0892083382,-11540.2725821979,-11523.0847184935
"1445",-1602.17270154077,-4035.5498108373,-4306.9797159972,-4295.33304579777,-4299.13992888395
"1446",30859.1469725172,29872.4545735323,29411.2577418114,29297.9820622996,29280.8547350438
"1447",-13256.3105904737,-18966.3275689554,-19099.4902984516,-19112.3748979657,-19113.8926762238
"1448",39896.550946403,39796.3149057229,39434.5149850309,39391.1100166825,39375.1860578233
"1449",5036.1803271442,-1554.91355354728,-1655.86735660434,-1658.63367335008,-1660.95179385322
"1450",-2233.83938645736,-8451.46061327834,-8473.06245931145,-8517.67135302425,-8518.65818624982
"1451",32418.8611949279,32154.0043799935,32164.6988412364,32176.5188702217,32175.3642138743
"1452",-169.450246521071,-2526.01652285803,-2519.23099439218,-2595.21308626475,-2523.48405404394
"1453",-6710.79578353513,-8833.4141373048,-9119.2919987039,-9319.40537310701,-9303.23312903127
"1454",31665.2561537182,30952.8770646882,30856.9734313094,30860.0980758577,30862.6147291339
"1455",34377.7098860353,34010.5485059315,33952.3396430775,33968.8741875894,33983.5069381059
"1456",38716.1827684208,35252.0045041804,35260.9082263128,35146.5266487059,35105.931917203
"1457",42210.7934587752,39465.1326404407,39473.9720482001,39481.81343216,39500.1874070929
"1458",36814.3662644592,36536.2833194842,36279.2836317621,36240.5227368206,36243.9810736266
"1459",-11276.6479832892,-11710.7834916112,-12235.6362345835,-12320.7835246143,-12311.4882543347
"1460",45298.9503264276,45164.3916206038,45054.7814303949,45071.7070694421,45078.8073628412
"1461",-24309.3121342366,-26154.5374271047,-26228.4665454928,-26382.0981831756,-26377.2971800102
"1462",45683.6086081516,42559.0195367518,42553.7529220883,42538.0126951913,42552.0056424105
"1463",21043.2176988631,19943.1868633658,19548.856289822,19168.135551465,19137.1479155018
"1464",21565.9041809502,20700.2885667458,20454.3301729996,20276.6389514397,20169.9026743458
"1465",42201.3266121104,41993.0039275514,41751.0091398351,41611.754487954,41623.9244066213
"1466",25586.8894385293,24867.9647118845,24669.1956825579,24687.2787662413,24696.3246774085
"1467",-6130.85650205374,-9718.93952854838,-10012.8665120842,-10168.5696486365,-10157.3108904041
"1468",-4770.71212872312,-6442.32659432656,-6465.12683286621,-6450.51699915386,-6435.17819474766
"1469",-15467.9717655767,-15707.8910631429,-15713.1263144904,-15696.0479943353,-15678.8106630815
"1470",-16816.500280654,-17591.281730791,-17576.6103542988,-17570.0711982545,-17552.3205746081
"1471",635.32594749378,-2482.10144714175,-2522.59442749094,-2526.11539818673,-2534.47328531817
