"","","","","",""
"9819",42189.6668581874,40624.3966673643,40471.2289793058,40382.8599659817,40373.1826003667
"9820",-16088.5475933933,-16115.0526574449,-16176.7176133602,-16158.2765337785,-16140.5986213377
"9821",50763.2679387834,41961.1695756254,41549.2325059727,41488.0254266823,41502.5590013868
"9822",-11731.3479685053,-14695.0801008894,-14753.3688183892,-14745.3471109816,-14735.9702270542
"9823",46013.5280208819,39797.1980565312,39435.0548634064,39447.1083322911,39466.0210061717
"9824",42563.4766222589,41205.8299296063,40953.3007013823,40861.2397479128,40852.8292214379
"9825",43949.2821092003,42189.0462579331,42198.1749767084,42164.7774197597,42147.5733187672
"9826",-21190.0001626334,-22050.8312894195,-22182.8574638954,-22274.9253852012,-22261.0580996452
"9827",-23481.5404400819,-25822.4311819346,-25919.9156662165,-25954.5365483782,-25943.50455229
"9828",49100.2012132089,39385.8951291943,38962.7854945671,38960.3473392346,38977.879260149
"9829",50398.0159272912,40997.6873825397,40516.6516746131,40479.4235272741,40495.7256135462
"9830",-15822.0764494743,-20144.2062630348,-20471.8759910779,-20721.1454184696,-20749.9367228268
"9831",35547.371451417,34669.9915574292,34313.6313595394,34244.7128206293,34254.8714019431
"9832",49148.1374203006,46507.8179380211,46500.1324418583,46494.2811775355,46507.2318872268
"9833",-823.306765823269,-3558.13062542772,-3551.53151112387,-3547.94620384485,-3549.14179827289
"9834",31658.451151974,31240.6414375146,31179.1660561477,31197.9310978865,31208.2451439538
"9835",-20974.7904279727,-26733.8929547533,-26961.0004482514,-27005.5570381736,-26989.9216856987
"9836",44577.2148457006,39808.4653519503,39583.8993312973,39597.2632629131,39609.2263915439
"9837",5624.54946461165,5003.5633004251,5017.68814299379,5036.21079787767,5053.79492959212
"9838",-17864.5422210315,-19470.0188355375,-19469.0759173508,-19456.6009947558,-19441.6635791044
"9839",-12428.4216661211,-13667.5384445477,-13693.1768118746,-13696.8073168406,-13681.465822088
"9840",37694.0545431556,34930.3603605062,34521.8325862576,34415.1225271976,34414.5339642224
"9841",40225.4718063457,40215.3838955764,40105.975803464,40019.5525089783,40014.0883316299
"9842",41069.6135946566,40537.9463164621,40129.8414153522,40128.2950063428,40123.7439890873
"9843",-5930.42175147053,-14158.5437309383,-14216.4088128818,-14421.3393984853,-14427.6980625579
"9844",42644.8506169783,41633.3681844802,41621.8701465448,41484.2337714997,41490.8618081149
"9845",40663.5798358872,39886.8258042256,39891.9152983991,39896.6173369352,39891.8125548398
"9846",41878.1936247785,39042.4865375112,38893.1639131735,38864.6798463076,38869.0285092827
"9847",-11446.2787484459,-12100.2120804295,-12187.5841025727,-12173.9168769807,-12160.892132377
"9848",37583.8008587593,37243.6445409963,37066.6646988327,37061.8434728512,37069.893365974
"9849",-23325.9103268808,-23587.4594472608,-23693.2602846594,-23690.0540618137,-23683.8262160839
"9850",-6914.86326894464,-10405.5030838983,-10840.9860241063,-11089.8873608993,-11082.4391514322
"9851",19785.5848141237,19419.1063112537,19046.0268440537,18961.9494899156,18980.2716434744
"9852",-13497.2199739531,-18037.3325810588,-18381.8387142635,-18471.7761538222,-18517.8906003702
"9853",4067.82661549078,-6507.07597500282,-6860.69666087457,-6858.51481178984,-6856.85762111478
"9854",-15601.3486535644,-16731.8793225352,-16768.9547501336,-16762.0431766643,-16745.3415775514
"9855",42580.5438090831,42383.5775512726,42296.1870942574,42296.9991328989,42301.2327786606
"9856",-7178.88991131714,-12466.3259905352,-12467.269659327,-12515.2405760145,-12500.1025370392
"9857",-8668.11573535905,-9312.66229117585,-9317.91281745482,-9354.48113896715,-9351.95466098508
"9858",37126.7269825926,35715.6849075315,35537.7557444051,35534.2281915155,35523.4582140302
"9859",-11180.6146401909,-11685.5266494686,-11734.7608200365,-11815.7528203714,-11829.5793613963
"9860",41069.0045482645,38800.9049594124,38534.9169343781,38413.0026727273,38394.2781179067
"9861",296.817962741621,-181.495928134567,-264.451925438585,-581.509428453627,-738.239165823325
"9862",40476.1293391828,40215.7632987028,40184.8223575573,40153.1936599731,40167.3130667288
"9863",13942.879709727,13202.3828848258,12020.3849726373,11711.1427463189,11715.6354457123
"9864",-11085.5456437066,-13114.656466411,-13337.7624762642,-13355.9521898008,-13352.7653627064
"9865",16918.4489577613,15240.9231890912,15105.065204899,15111.6947520389,15076.833251072
"9866",44355.7202024739,41212.651315305,41202.5468641388,41096.3068515577,41105.7375569616
"9867",-16885.1374432257,-16887.8445393806,-16921.1069233279,-16919.2964496778,-16915.4246095955
"9868",3874.35330714212,2089.56385818938,1951.08197084034,1885.23252876028,1901.27775705819
"9869",-5100.13008050235,-6788.4885511974,-6818.40550919496,-6821.68508177998,-6806.34847606072
"9870",-2958.89299806489,-15213.819044703,-15532.0390848897,-16081.8476610566,-16199.3297798435
"9871",41759.4003922012,38074.7204583704,38077.8034643742,37712.3077679486,37722.5938103681
"9872",-12774.8268685546,-13611.228337442,-13594.3167259804,-13598.7562650705,-13593.4177398208
"9873",-27770.2317274079,-30375.0766732696,-30657.8698701791,-30807.8751954652,-30817.0240935813
"9874",-18788.296021561,-23657.5749683114,-25601.0828084592,-25755.7571195184,-25775.1592675208
"9875",43693.0888711154,42852.9936316648,42848.8491577644,42847.9703872761,42860.5475497704
"9876",49577.2475668883,42580.4822591952,42306.1133759774,42301.8564865154,42312.0169374014
"9877",-11781.045684504,-11762.5786446857,-11772.6022387042,-11761.6693381882,-11743.88812733
"9878",42761.5295943089,41996.3561103603,41992.6639678078,41876.4925531712,41879.841736775
"9879",42559.1561993669,42099.4714149378,42073.6776598662,42067.4228905802,42046.3853134884
"9880",22838.0821014534,18399.9969718595,17273.5104316347,17207.7557738012,17205.8797127744
"9881",-5970.92465316596,-11364.9915661407,-11357.0961616954,-11385.8856166209,-11369.5848875412
"9882",-11504.6734533495,-11811.3179132153,-11894.0991221416,-11907.3273425272,-11893.926558585
"9883",-23426.2151230723,-24343.8948713062,-24420.7348395855,-24494.5731785591,-24477.579468451
"9884",17199.6653709884,16953.9438626009,16952.9269961315,16969.5785626456,16986.6896852658
"9885",-20179.8984594857,-20198.1431576118,-20220.1410879721,-20204.3557504029,-20189.4012331197
"9886",41396.2555133656,39425.5228882068,39144.0178894178,39035.9940802465,39032.5934277902
"9887",-16685.8191118462,-17281.6547405486,-17303.0983783803,-17286.2291177608,-17274.0741361936
"9888",36563.6318577617,34915.841043328,34923.5029974645,34843.6515465124,34861.1788075523
"9889",-18906.1576250329,-19194.695135302,-19604.2379699019,-19606.1506592928,-19628.9308591986
"9890",15866.8608064289,15476.3178176374,15487.6974948936,15489.6935269754,15503.7586622027
"9891",-7110.69682650015,-9865.69665291306,-10053.3373443135,-10066.8251333489,-10048.4972676414
"9892",6640.11348719963,2760.93137183272,2727.10199890823,2724.5145914391,2726.07852595793
"9893",-2537.48994283044,-7468.08132156134,-7470.4112407423,-7468.15859032481,-7455.84277974802
"9894",40195.9042175427,40211.5983153753,40116.7896513608,40113.0428134809,40069.0032844796
"9895",40934.1995577997,38675.3774336754,38377.0901179576,38256.7155965699,38245.4107912137
"9896",51075.4671376128,42030.0058400622,41576.9426381468,41519.5374204871,41535.568813621
"9897",37696.4750827646,37388.2608507738,36905.4296894585,36877.2012739369,36862.726829343
"9898",13829.6842360445,10189.2415439164,9522.77088567569,9509.03283713333,9497.37954803536
"9899",-17865.7860759621,-19238.3659525432,-19605.3493252267,-19601.4084488593,-19612.2395849771
"9900",42122.6350830907,40416.8727059662,40207.2726330112,40110.2031272697,40102.1964243954
"9901",-13465.7810947421,-16183.0257210426,-16248.4805968896,-16370.5226415224,-16364.6702478746
"9902",39587.9195255156,36021.0052495976,35898.3529708784,35817.278029984,35805.9885574483
"9903",30690.6054556821,28906.5435774042,28146.5483101267,28151.4961101544,28154.7151512714
"9904",-13804.4707453795,-14258.0872579649,-14462.0698900708,-14493.8614963323,-14483.3570343851
"9905",40194.0814728044,40159.3833109012,40140.6993420169,40068.7397406213,40072.9731759184
"9906",29344.9780280542,28319.3709800626,28316.9246677807,28295.5319508492,28301.2379823988
"9907",41432.5829467298,39733.1840906727,39380.1743499805,39277.8574379751,39277.3604292084
"9908",-13039.4214842259,-13063.4937817828,-13094.180002854,-13132.0616649241,-13126.110177324
"9909",45054.6629582422,40546.5864363802,40296.8352604333,40313.5728596272,40332.4157250728
"9910",-11278.1661492047,-12096.8670715355,-12110.5107991815,-12100.6676818227,-12097.6678178577
"9911",33256.9483958568,32387.134059851,32127.9137495969,32142.6965399803,32148.9434227471
"9912",24953.5116600095,23273.3540710716,23164.6494952087,23098.0343597518,23079.0305722079
"9913",42231.2153720157,41724.3214625821,41562.5941023288,41559.2366609925,41572.7612555227
"9914",45805.7021982013,43169.1585092083,43159.1145556941,43155.2140251169,43143.4667096231
"9915",-11152.2399422398,-14116.3263251518,-14401.4967128374,-14388.5379631802,-14374.6403603067
"9916",42612.9441997043,42209.6425693511,42141.0301404776,42144.6203319229,42156.008632207
"9917",33185.020382378,30756.4706292243,30229.8707300286,30234.0013532397,30227.4663679167
"9918",51081.2399510408,42022.8716917206,41570.8680152413,41512.9870754326,41529.0665006581
"9919",35158.5086708143,34653.1639880136,34514.7427990859,34526.1976565704,34519.024117381
"9920",-8918.76677891715,-15058.5066361398,-15081.6829296256,-15088.0392201792,-15116.5559319915
"9921",41178.6169253601,38952.1580913782,38428.823203094,38403.7396993431,38421.4224121072
"9922",36460.8259662802,35978.5916846765,35685.0926278694,35665.5643369153,35677.3597038087
"9923",-1720.60318704872,-4157.98068919845,-4322.29766399502,-4361.41206635541,-4345.74212006333
"9924",41045.5524175012,40988.2636162447,40835.7737917531,40745.4510469339,40696.9516189539
"9925",-8219.69843190228,-8710.07741263292,-8843.02413731639,-8841.47566840231,-8846.67701519813
"9926",40689.6684058731,38195.2862886662,37848.0123278877,37727.5619998029,37709.4985346518
"9927",44299.0806794464,43006.2894250089,42846.6789016648,42807.1397265781,42805.528979997
"9928",23773.241285777,22440.4989358044,22203.7813561777,22041.5311961109,21928.1796285031
"9929",-6448.75219642284,-6493.24299109179,-6557.0194181337,-6542.89234607029,-6531.45313149006
"9930",6081.40416803005,5793.59617147878,5754.24916882817,5767.17178479818,5785.028156263
"9931",-6865.70405843697,-12379.6422929161,-12378.2102529154,-12369.4882604937,-12356.5798848483
"9932",9019.05109065015,8435.58448411167,8370.9726830894,8334.60325630217,8349.78588502535
"9933",48301.2071084357,42950.4714038959,42842.6071894997,42799.9416965754,42805.4959555197
"9934",21355.5930153941,21345.5105154131,21167.2721138815,21157.7124137759,21167.1768104328
"9935",24650.5220708963,24633.045806214,24570.15648336,24577.0463274536,24591.1392573256
"9936",20806.7474847438,18159.992199975,17803.0722577034,17775.4758682083,17774.5730090814
"9937",-11000.1488046253,-11144.4071501049,-11309.0350670504,-11292.6737517049,-11280.0361529407
"9938",-1212.32364199016,-3640.13152550146,-3770.24724464917,-3824.30291259821,-3805.7332134676
"9939",-11587.638151187,-15092.7838998995,-15138.4649993062,-15096.0770843251,-15078.2541935159
"9940",-10143.372033137,-17020.0570126299,-17015.9340476646,-17027.9656416494,-17028.5053866897
"9941",-8854.69693570683,-9626.45002419254,-9613.39081236776,-9606.40877891146,-9589.93592557925
"9942",-3393.29253373273,-3724.53870123263,-3729.47018028644,-3714.19920184934,-3699.50857213283
"9943",-18574.9535434154,-21006.2423363989,-21022.5742027102,-21013.0012939928,-20995.7723151752
"9944",24793.6422045612,24469.2824732203,24027.7048562048,23923.1663271046,23931.7086817659
"9945",-2051.43757329425,-4392.74670863812,-4515.42288079954,-4556.49451832127,-4537.78299798945
"9946",40809.6020253296,38384.871506429,38047.2936747628,37935.8338427545,37929.1877092571
"9947",46125.9175260948,44385.6235289096,44339.3510135195,44315.2320949139,44333.4493601149
"9948",-11303.7679454583,-14410.4083029054,-14499.8700144136,-14487.1881225235,-14490.9951721344
"9949",40953.5440938976,38541.4307078462,38097.9822819143,38048.48791831,38064.7438549904
"9950",43139.1723607481,42142.0983405893,42049.8086281992,42066.6090765813,42070.1542380112
"9951",34545.0052236748,32440.0862839165,32317.1838501638,32232.7666394072,32218.5236980499
"9952",-14019.4016678827,-15597.552259074,-15600.8669195788,-15582.7389470794,-15568.1514724141
"9953",49851.6840928165,44347.1601920875,44257.9608932797,44233.3593377972,44232.1537957742
"9954",47672.6345074037,40978.5147375161,40827.5516177901,40844.7912697345,40862.1179013286
"9955",-23242.7824627113,-27148.7988728637,-27268.6703400817,-27350.5636823648,-27360.4399689097
"9956",55775.5071904955,51573.8882626932,51524.3651774868,51491.3035173715,51493.9741515436
"9957",-16117.9047027723,-20519.3370860481,-21615.5748260058,-21685.6468194872,-21679.8491106588
"9958",-19121.501021317,-19859.536762366,-19979.143691194,-19960.8278493074,-19944.1963575584
"9959",32172.5568074437,30959.9366629292,30734.7206514971,30696.0316636826,30714.1495940429
"9960",47191.7451502949,45564.0922812305,45207.784703063,45012.3661786398,45014.8813053582
"9961",-23874.5377004319,-24230.6163101323,-24331.3601633621,-24333.0624521818,-24315.0317807258
"9962",12220.6538173699,11570.9760663348,11390.9860698767,11259.8857396746,11267.4382536311
"9963",-12775.8682865049,-13361.1796156096,-13552.0055366499,-13633.5275125927,-13616.1358463602
"9964",-8013.69728451706,-8582.636857681,-8668.0464744565,-8650.6977461257,-8644.97488333049
"9965",46793.4755685639,44101.2984101682,43999.0831326328,44016.2014569037,44027.7298226631
"9966",35809.7287978996,35272.2489351709,34982.2621999263,34991.6320935606,35008.8415654619
"9967",2918.62228679007,2734.74975769134,2678.61714658559,2688.28365220126,2704.64479944813
"9968",38251.6585857968,38066.7138441598,37819.9394489782,37817.3730337382,37818.3457406703
"9969",-19822.4723414052,-20554.6940078166,-20542.7870039447,-20529.7017949362,-20515.9894884279
"9970",40253.0543962978,40016.6635636675,39955.3113638577,39952.9856162966,39946.8781805922
"9971",-19835.1492273096,-21320.1892129606,-21359.0087384332,-21349.3957554318,-21345.1141631557
"9972",-11787.8802626615,-19580.7604386233,-20058.8620676732,-20102.5110963281,-20095.5777315248
"9973",-11441.3042796435,-13044.1037024132,-13097.0758693166,-13146.8045199432,-13141.6897818192
"9974",-9538.4703388594,-10154.2835671018,-10258.7589353547,-10281.8398241666,-10275.7073903186
"9975",48964.9289737305,45492.0372732067,45445.0635939661,45438.524706886,45440.0763219714
"9976",40096.1572166598,37532.6466762592,37473.3767379253,37376.4123318783,37380.7041258543
"9977",-15790.2231388248,-16136.8564346727,-16250.1293540337,-16236.9348648745,-16221.7389265926
"9978",40398.4926965718,39911.1698026262,39908.3027984273,39899.7631513771,39886.7431638566
"9979",-10558.4798117826,-18369.7374457118,-18866.7685972267,-18853.6365254598,-18971.3234564208
"9980",-18058.3891700502,-19042.4492171857,-19384.7237784449,-19393.0546010291,-19417.8989422675
"9981",-10184.7622925723,-11815.956978276,-11833.1088806284,-11835.3966769524,-11820.3652286067
"9982",-7079.96555157978,-12733.5822675889,-12888.8349571412,-12901.6318760402,-12887.1744301806
"9983",12552.7894114025,12158.7422347095,12153.8549277265,12167.4380689701,12185.3426346637
"9984",46865.357079484,42671.8132624577,42476.2679432119,42491.3709125539,42491.9658926283
"9985",25654.8747729916,22369.0905920649,22265.7801589708,22190.6272768455,22191.1599041109
"9986",51651.3322158532,44533.085961795,44398.0664212161,44346.5999519894,44350.0348578995
"9987",-3144.00785011692,-10593.0805685882,-10743.8645978476,-10725.5365850852,-10710.1257005913
"9988",-8434.76829174097,-8513.55921343263,-8522.08136279776,-8572.54416745605,-8564.63152910756
"9989",-22418.9303466737,-22755.341939118,-22862.7293528846,-22845.8320339129,-22829.4566273599
"9990",-14520.7364333925,-18617.5518966789,-18849.2870915211,-18915.9494430797,-18911.1619449631
"9991",-16423.0916099909,-19776.5108959092,-19913.873000642,-19912.1035211268,-19900.694676161
"9992",-10179.3941616359,-13113.2175182056,-13349.807609819,-13336.4013503212,-13320.3749053754
"9993",-2444.80884688383,-10150.8131995685,-10159.8932802849,-10173.3756045864,-10155.1094150313
"9994",-12957.5758172215,-15390.2894330919,-15412.7281141979,-15398.0619631549,-15380.0453757956
"9995",-10439.8551383265,-13490.8284110763,-13649.1335509835,-13646.9553898021,-13635.6957621214
"9996",-12599.973569693,-12965.4079163678,-13057.1525689172,-13129.3664673815,-13124.2955618946
"9997",3297.75747087609,-865.465331537985,-1037.67606375099,-1082.98107658115,-1078.27364119511
"9998",53840.2188649713,51307.1727739861,51295.0000705664,51301.4948396433,51318.5130933027
"9999",19085.311764087,15887.6314717943,15601.0161108224,15484.0171353442,15416.5476427149
"10000",-8361.20578163204,-9135.16857651226,-9117.55454816154,-9110.12996587205,-9100.11985509658
"10001",749.22845527692,555.878583233285,507.309029250506,521.556389403948,540.076827238409
"10002",-2242.51069807985,-16082.7242279661,-16463.4582562701,-16925.6748195308,-16936.5184509812
"10003",34801.822598753,34451.8422534309,34459.9473484561,34435.6489885596,34449.7862099993
"10004",-14376.0569613842,-17632.8499011043,-17634.8161992945,-17628.9710108106,-17612.4905185444
"10005",49303.1843311703,45567.3248635464,45527.8375765281,45510.8873347816,45507.8071887963
"10006",-10514.3308455579,-11102.9101262431,-11132.9952806118,-11135.2074731259,-11132.4658505972
"10007",43197.4378193189,42120.4682734371,41884.1850466792,41877.4808240465,41887.4831323021
"10008",-1822.40450137925,-3592.32129742889,-3799.29894212643,-3803.42563610388,-3789.22203862876
"10009",-14470.8065077153,-17645.5251706202,-17741.8830813639,-17741.6335443286,-17722.7711793096
"10010",37779.3504327294,35794.4927990836,35611.7244249477,35465.8601876408,35462.2540200304
"10011",-23642.4142261324,-24120.4874534611,-24186.9001400854,-24174.4733216035,-24160.4871316982
"10012",44402.3761670811,42299.3738434923,42297.431196308,42292.6510617311,42298.9747039107
"10013",-1396.81350154204,-4120.06454268326,-4240.94085329738,-4300.39040122349,-4281.50427386482
"10014",-17063.0471171934,-17869.2113634434,-17920.2282099656,-17915.218247273,-17923.0619396553
"10015",50274.9976466351,41333.6784474121,40883.3107999412,40865.5597902505,40883.8481807989
"10016",-14205.6906702109,-15785.1296612648,-16119.7343876056,-16201.8621228223,-16198.4382562524
"10017",-8094.42571165978,-8367.97960280557,-8370.98576844681,-8370.56507444498,-8352.4843634008
"10018",40769.4761987627,36330.9368881227,35405.8831141307,34992.3179197759,34826.1847560125
"10019",40861.8879980737,38777.4463596529,38428.6711994432,38324.9610390022,38330.7322220394
"10020",32829.4753094375,32337.3932995926,32297.5398907338,32312.938703009,32279.243286175
"10021",41965.8630204942,40455.9325994638,40153.6137153514,40056.4825452797,40051.4957416606
"10022",4902.96737838648,4696.66592582138,4674.22127338482,4686.23350640543,4704.77054645976
"10023",5578.95200852145,3006.57284920494,2654.3375059677,2602.74600881233,2567.74397690892
"10024",10388.3824222904,8494.7920039246,8343.11422165358,8346.10464808342,8340.83421171162
"10025",11254.7269158323,10019.9676404639,9919.43254091652,9936.68192446103,9950.72456535706
"10026",-17818.146613741,-17945.3188651694,-18022.55487009,-18009.6696154877,-17992.7979400237
"10027",50663.7932623367,41736.0698960585,41296.180369819,41265.6796931678,41283.1666766065
"10028",-19252.8385505584,-19295.0044144409,-19334.8983913322,-19319.0678114825,-19301.4780777774
"10029",-16587.9980634594,-21454.6706535346,-21672.6773892657,-22011.965009417,-22032.4132919172
"10030",-14170.3194129268,-16331.1238715845,-16349.1044805982,-16357.0452374167,-16353.8401744585
"10031",40052.9872841993,39766.0086039061,39640.7150010527,39591.4065758076,39602.2354218789
"10032",49805.3055006755,44070.2373023849,43936.3000907302,43890.7568925156,43884.4143039124
"10033",36734.3331466957,36535.5337135769,36432.9010325531,36428.8901324934,36445.6342224059
"10034",41995.4362004879,41077.54180123,41086.4005015653,40997.3687615818,40949.3169827313
"10035",-4518.35437690402,-6567.72817682398,-7664.44147677183,-7956.88051524593,-8012.14958119665
"10036",-18799.7075651311,-20716.2015098321,-20747.7378011428,-20733.3224471114,-20714.6798866935
"10037",-24977.6449718489,-28107.1726940071,-28127.6970758829,-28111.5619054792,-28098.2056155124
"10038",39065.682106347,38597.1145913165,38544.781552426,38538.691804918,38534.2261604779
"10039",-15740.7381012596,-16126.948689487,-16114.637929857,-16101.099787481,-16086.4377438814
"10040",-12491.8425536595,-13423.6454833769,-13678.0945431447,-13742.1260156112,-13735.7385672165
"10041",-15820.4232555905,-16695.5875704533,-16733.6664722576,-16739.7909387545,-16744.111939659
"10042",-14253.3904585521,-14627.6191524367,-14682.7916558048,-14719.7146826978,-14718.4853647445
"10043",-18310.6200441975,-18604.2272547215,-18639.0639601068,-18639.5702438388,-18630.3117860539
"10044",39346.4913876109,35174.775892608,35179.2581244011,34968.7314106553,34891.3175722383
"10045",-11968.8875713741,-18156.9849660203,-18913.3116481611,-19133.4763946437,-19119.4212408878
"10046",26810.2681966863,21109.6924697897,20506.3994301779,20412.3921343644,20351.338835514
"10047",-1965.47240664959,-7604.21517181517,-7609.85753651947,-7593.15031085597,-7578.92667055583
"10048",49507.5811841599,42730.8280946247,42595.6028887794,42587.4381935323,42591.0784129206
"10049",-9799.73000086677,-10743.0122050645,-10725.4287177422,-10711.4935916825,-10697.0976843066
"10050",40368.2999939578,40358.2943429148,40359.3002752089,40369.6092302567,40384.6548629943
"10051",-27855.0732197519,-31426.5255603156,-31511.1669934797,-31509.8526645065,-31510.0674457156
"10052",-17304.7285599679,-18200.8921810655,-18184.1841999937,-18172.2364347449,-18159.9454681367
"10053",-10434.1606294177,-14066.2347220359,-14136.2102580872,-14188.2685043124,-14170.3031254294
"10054",11135.5378163118,10799.3305619598,10807.9884506988,10822.0425942419,10840.663054646
"10055",-10761.4871696153,-13076.7094767009,-13059.247128936,-13043.693042197,-13033.7535092176
"10056",41599.544355489,39828.4551722944,39705.8207751202,39622.0025012049,39616.4443050542
"10057",41633.1575078002,41466.8668426115,41388.9893133673,41366.9720727094,41384.9553092005
"10058",18283.8981132216,16786.7914584454,16559.4599360495,16560.3633041249,16559.4439435595
"10059",-9461.62089701239,-10835.58558963,-10854.3262858488,-10842.7302883506,-10839.2258372557
"10060",44861.0579738462,39759.9077399076,39467.5785178843,39473.1526789751,39485.2719353591
"10061",-5088.98000677824,-5652.63477025252,-5707.37045064245,-5926.11382789259,-5929.90322271182
"10062",24402.3988027364,21135.7632376564,20843.2073559554,20861.5967184001,20780.3784101499
"10063",-14271.5131775157,-15497.328963183,-15599.3308389939,-15604.4457763941,-15589.516387765
"10064",45585.4521270107,44773.0375325013,44759.9656134064,44694.0719470706,44674.5561993666
"10065",55249.2329953664,52686.3999499603,52692.4912273822,52699.2066331571,52715.3833732532
"10066",36981.0262202499,36351.7255446879,35603.4661808149,35582.7453305509,35567.9486041225
"10067",39789.388009381,37333.4158797728,37104.8466740237,37058.5485772929,37074.1837345949
"10068",36343.0847672372,36103.8790767251,35861.901695701,35823.2298781432,35829.0788084196
"10069",-12279.8587614491,-14095.3135697017,-14139.9919410002,-14182.2553158432,-14177.2598604267
"10070",-8627.83136091555,-11552.5344907435,-12359.2257993646,-12537.3498941344,-12520.0471953019
"10071",-1467.67802207387,-3947.433121695,-4100.99526991579,-4156.97345728572,-4138.42742182936
"10072",-10942.3131363834,-11704.100965773,-11739.4140355667,-11737.8271155436,-11723.8535032733
"10073",-5036.9087672799,-7009.34071511543,-7134.63829114373,-7201.3402697736,-7255.44382027256
"10074",-9371.71576294687,-10966.4820643572,-10981.8508886309,-10997.8434231032,-10991.7213933589
"10075",-286.837697325409,-447.205238695063,-455.539670758247,-521.285852774741,-518.530852147642
"10076",40819.541218878,38835.8962476667,38445.8506331936,38348.2966060994,38353.9881782196
"10077",-12621.3726210534,-12935.1694161003,-13113.6730091274,-13157.1648788553,-13145.8156764674
"10078",-7580.78056954138,-7826.38589666016,-7875.22707945398,-8176.57181228567,-8200.33777308116
"10079",42337.5310323669,41849.9728141265,41764.4614575741,41777.7823549958,41792.9727459655
"10080",48996.6739215026,39102.5184754069,38708.5970218563,38704.074829441,38715.5593178394
"10081",42282.8300764274,41282.3471579178,41297.525777457,41203.0168444974,41146.3965872412
"10082",41433.8229085991,38983.2881311751,38646.3577938869,38593.9321629333,38607.4631956737
"10083",-21532.8653728969,-21542.2551603852,-21540.4691194941,-21534.3345068955,-21515.4598079611
"10084",-21187.199399617,-21323.2622648582,-21998.960531368,-22101.0935874351,-22107.0036668464
"10085",-2862.66993471195,-7604.24026655891,-7607.37560939116,-7589.30571154458,-7571.65113431071
"10086",3075.65925501677,2481.49368291794,2440.18508309438,2454.26195958691,2467.89835098008
"10087",-13437.8465234539,-13476.1573158061,-13474.9753866319,-13464.7800831093,-13446.5374921936
"10088",-17525.6149494347,-20925.860804901,-21168.3809727271,-21216.6639253853,-21220.7588262086
"10089",44391.2470756453,44369.4668260706,43929.7457676557,43944.1281720433,43934.7655718242
"10090",-13657.010498542,-15908.6984354674,-15927.8726960811,-15976.92638181,-15969.6828410282
"10091",40555.1736990903,38560.8931229918,38106.2213425691,38024.2396821035,38033.6428831333
"10092",50309.0700788947,41479.7476202783,41052.6866193391,41010.2702032499,41025.4896090671
"10093",-3780.67150656846,-6580.66470569941,-6716.99177965422,-6787.32971400407,-6771.01662731783
"10094",41252.9427201492,39046.2861073702,38827.9516019323,38708.6541777158,38689.8897698374
"10095",-13594.3704208343,-14226.5232056806,-14287.4238335162,-14328.328000513,-14322.2597093866
"10096",9617.81724233091,9505.76371313536,9338.79602879188,9353.39314540338,9363.06299982109
"10097",44548.0883215035,41407.3277551261,41197.6953073157,41208.4926125363,41221.1667361682
"10098",51079.6563713954,42025.2455303949,41572.9257591405,41515.198640402,41531.2659117763
"10099",41842.7840323822,39925.619733315,39737.4415920558,39639.0747752348,39619.6062581931
"10100",-13315.2604411766,-15328.2014661113,-15517.528990267,-15549.4973719942,-15537.740776687
"10101",24226.7490773975,23566.7469338788,23575.1945342561,23567.1402055376,23575.6004091178
"10102",-1789.10489913989,-3161.63653712797,-3164.76245530127,-3198.03087089056,-3213.88478828305
"10103",45774.5926490779,43259.9582694906,43270.2372288265,43161.1945133001,43165.4193955942
"10104",33371.4858057942,32361.0052748514,32275.1493135866,32292.5827096585,32284.4967141585
"10105",-16384.9361228439,-19897.6035875598,-20135.2326582795,-20141.5242746439,-20134.123274456
"10106",33163.0575512931,32746.8556194789,32648.9008817508,32663.5740880277,32673.9374818373
"10107",-13231.4896646041,-13952.4503138626,-14031.0635515411,-14019.5708305426,-14001.6963762922
"10108",48971.2083022883,40523.4015756322,39992.9053698079,39981.6589460301,39999.2860301806
"10109",-5567.528799576,-5590.57234087579,-5599.35034234525,-5608.01453365845,-5595.09456146853
"10110",3773.33012703638,2037.57268450669,2003.67170437425,2021.14849605979,2033.94978572814
"10111",22886.3483679285,22542.9241963943,22345.7653553196,22337.6639237518,22335.2832915638
"10112",-9244.13794155844,-9419.02314962362,-9415.64299348578,-9411.279758864,-9393.67670235629
"10113",45540.2874749827,45552.26681546,45248.6311536703,45249.787121151,45264.8696077673
"10114",-7217.54109732613,-7629.00619497614,-7675.1044261709,-7671.96399342155,-7659.01813388344
"10115",-11519.5718869966,-12292.71300381,-12411.4630968096,-12408.9082686294,-12392.8743682234
"10116",-13193.1441935251,-19130.8576555486,-19569.2889524634,-19695.7931107491,-19706.8622553878
"10117",-14370.3870706048,-14910.5879513287,-14896.2098763898,-14886.8085954167,-14868.5325609977
"10118",1090.54822147185,-2821.49985004288,-2866.43643662641,-2895.80522672676,-2881.31369540953
"10119",47250.3678450666,43127.6492614584,42917.7973033297,42932.2711253328,42933.6526649875
"10120",29310.5001710954,28023.9842494701,28002.1307188089,27929.5647093411,27931.3132721653
"10121",37136.2903102913,35545.9298373839,33839.2670521749,33747.3336739181,33687.7007704197
"10122",9854.0303163499,7882.56660306924,7637.11458733678,7644.0755553293,7596.13367093331
