"","V1"
"508",0.872875588147124
"509",0.876342508358922
"510",0.84948528016564
"511",0.841383564530154
"512",0.825482662039812
"513",0.825664542664183
"514",0.783087395262022
"515",0.796067430699156
"516",0.780278813876507
"517",0.809054365299679
"518",0.799867185953235
"519",0.789555425900875
"520",0.778363334820763
"521",0.786401825033559
"522",0.795864518139507
"523",0.825919914558241
"524",0.808330413215877
"525",0.782971157192673
"526",0.835546892665156
"527",0.841080653287026
"528",0.835126043196598
"529",0.725587549397782
"530",0.730222366229714
"531",0.803935793852725
"532",0.794198793998789
"533",0.81092967654823
"534",0.801554835306586
"535",0.789825652783527
"536",0.796452445045571
"537",0.778775728796066
"538",0.786418093058609
"539",0.78319005123218
"540",0.768195382328125
"541",0.806176795162854
"542",0.812972494647747
"543",0.779380246721414
"544",0.778021789601479
"545",0.775008348507
"546",0.812046728027931
"547",0.801531757669693
"548",0.816857462234412
"549",0.842805609792555
"550",0.826236037781076
"551",0.823162313080113
"552",0.841105386964543
"553",0.870069950881318
"554",0.891799787697892
"555",0.839233869821416
"556",0.843782465615917
"557",0.81053988202702
"558",0.807787280621934
"559",0.787805716695244
"560",0.788848227822507
"561",0.780390140956274
"562",0.800317474906774
"563",0.769728893156886
"564",0.77456713267878
"565",0.793372070696089
"566",0.784378519916933
"567",0.791787088417148
"568",0.786675837717533
"569",0.790576192154782
"570",0.808163693541576
"571",0.788442062009816
"572",0.775617724873573
"573",0.809871507733413
"574",0.845367515121798
"575",0.794511306376841
"576",0.708152698257747
"577",0.714898464462216
"578",0.774915276894948
"579",0.786019487944924
"580",0.795347901046495
"581",0.7948467564019
"582",0.782982385273928
"583",0.815669451150137
"584",0.790598978824135
"585",0.770231007937008
"586",0.783643080405323
"587",0.776477559475448
"588",0.790332476684535
"589",0.786122592856082
"590",0.769974619555004
"591",0.787664115178432
"592",0.769715962404131
"593",0.774744237401472
"594",0.780804008319132
"595",0.813415460399201
"596",0.824983495296422
"597",0.831306003318599
"598",0.834857038026501
"599",0.838916437820965
"600",0.87834162487107
"601",0.865791563758639
"602",0.847993853521829
"603",0.861852455032276
"604",0.825711450589941
"605",0.830172691550878
"606",0.815463978404443
"607",0.782782349989003
"608",0.795201280967671
"609",0.785623283393221
"610",0.765682530245173
"611",0.789772895769164
"612",0.795838821820884
"613",0.788638171274091
"614",0.780352517033112
"615",0.781230996409679
"616",0.787077016687539
"617",0.776084502793532
"618",0.776464748194528
"619",0.784887830830467
"620",0.764961939597487
"621",0.78494123810383
"622",0.819886887992445
"623",0.82144224707489
"624",0.788781797545722
"625",0.692971906312772
"626",0.712706904301975
"627",0.786520146110806
"628",0.780425841481454
"629",0.823852664082048
"630",0.780315639255412
"631",0.773785496157929
"632",0.785300330579501
"633",0.803638158142612
"634",0.765658456096072
"635",0.770973644401443
"636",0.788321088391026
"637",0.780177192094684
"638",0.784818600327177
"639",0.780363084739413
"640",0.794948117107897
"641",0.762919815286141
"642",0.757780203251508
"643",0.767653716028603
"644",0.776460673194255
"645",0.770374269832794
"646",0.774683504486122
"647",0.825719821146339
"648",0.834253517572457
"649",0.816489339510624
"650",0.838796448049486
"651",0.840785494881663
"652",0.858515777155789
"653",0.822430796439001
"654",0.85590530123781
"655",0.814979139865964
"656",0.78074392162342
"657",0.77687069883744
"658",0.790097543821625
"659",0.780135584918242
"660",0.79099363111274
"661",0.74613155064213
"662",0.777932137421847
"663",0.776789682053568
"664",0.763057361708516
"665",0.774893870412221
"666",0.785103638471443
"667",0.763307552770807
"668",0.788331712152239
"669",0.788951465802016
"670",0.78225127618174
"671",0.77629766263518
"672",0.782633452863572
"673",0.796396672466611
"674",0.826201134205142
"675",0.767183087782554
"676",0.683833538155399
"677",0.715370142935243
"678",0.794452478663934
"679",0.791145577922606
"680",0.818750507919086
"681",0.799918413600528
"682",0.744024393904793
"683",0.784603299711958
"684",0.808852234798567
"685",0.753636956396629
"686",0.758921918722126
"687",0.764585714324782
"688",0.756178959008417
"689",0.782015007355047
"690",0.791131646544461
"691",0.775117856104872
"692",0.790951215387291
"693",0.756053689928605
"694",0.7857626384425
"695",0.775189588489684
"696",0.797454714255316
"697",0.794047243731772
"698",0.801449870559966
"699",0.821653469886624
"700",0.810869526871938
"701",0.830087313647522
"702",0.824335917171182
"703",0.85762099017405
"704",0.846668231708007
"705",0.84340259800228
"706",0.820176200917555
"707",0.808287635086969
"708",0.798223829765528
"709",0.781411288694929
"710",0.760876080442204
"711",0.783592822101418
"712",0.768316611095884
"713",0.775760525074781
"714",0.776652772211144
"715",0.771814988985201
"716",0.789563461863341
"717",0.780864253543257
"718",0.78574353560785
"719",0.75943702684676
"720",0.776684027803593
"721",0.789837289487762
"722",0.773838669929941
"723",0.789148855699198
"724",0.783401200940988
"725",0.760105736623501
"726",0.805971994214668
"727",0.811679431269971
"728",0.737019245065099
"729",0.689417118778298
"730",0.721944092813912
"731",0.762441287198173
"732",0.802521729953724
"733",0.772563756649448
"734",0.795772543117663
"735",0.766785387537644
"736",0.759804210771787
"737",0.776223959196428
"738",0.7890995098581
"739",0.781914779058465
"740",0.773333394626334
"741",0.758428167547347
"742",0.780399285806053
"743",0.769675123573759
"744",0.755353664428308
"745",0.771207007193447
"746",0.776799700736696
"747",0.77617315675929
"748",0.764971030481798
"749",0.778521756091151
"750",0.796220707572369
"751",0.773305770164887
"752",0.780010270799149
"753",0.789891288723595
"754",0.832921551800165
"755",0.804546128106773
"756",0.855790684924716
"757",0.831335220076809
"758",0.847677200661572
"759",0.855609679038636
"760",0.841095991515067
"761",0.804638715928097
"762",0.794330153976017
"763",0.785361620629244
"764",0.811358757174676
"765",0.778312647389883
"766",0.770056031945993
"767",0.756053392086077
"768",0.753110376949334
"769",0.771909842832838
"770",0.758743621266812
"771",0.761639858143669
"772",0.756765839222351
"773",0.744674070172145
"774",0.758774764339269
"775",0.771587927945554
"776",0.748127494559835
"777",0.769171237576663
"778",0.775682577980084
"779",0.782608929269481
"780",0.78265745165453
"781",0.773990873528782
"782",0.773393809649479
"783",0.742802662086615
"784",0.690706417191317
"785",0.724110901666416
"786",0.761902434322973
"787",0.807990475776216
"788",0.772580324729459
"789",0.782789124241169
"790",0.766459611663849
"791",0.784210043583625
"792",0.756973057240544
"793",0.763554848140612
"794",0.762948629517892
"795",0.746925870076672
"796",0.752873724212902
"797",0.755570749237046
"798",0.757976744858172
"799",0.792385585671294
"800",0.773355560422899
"801",0.756247502819496
"802",0.772920496975065
"803",0.756723666018099
"804",0.755329201748418
"805",0.740045720986603
"806",0.753665810970867
"807",0.754916544150615
"808",0.777676062988472
"809",0.798213823901963
"810",0.816926358848402
"811",0.819150793145576
"812",0.812500731836541
"813",0.826966034887235
"814",0.833483604999345
"815",0.831782755204255
"816",0.778314890417812
"817",0.783396799347079
"818",0.785324635481107
"819",0.739773122744071
"820",0.770748343868094
"821",0.744356147547642
"822",0.779712806403492
"823",0.730082398230658
"824",0.749060526744097
"825",0.741150918447897
"826",0.772916544513211
"827",0.763337344513383
"828",0.772774316733376
"829",0.740505098280011
"830",0.733923592415755
"831",0.771237093354213
"832",0.761613359574958
"833",0.760252415489829
"834",0.76395167722813
"835",0.766049142289156
"836",0.733095246048505
"837",0.792244940029018
"838",0.746595162912258
"839",0.760404259859348
"840",0.745483100435624
"841",0.701502642135879
"842",0.711179534316411
"843",0.785243229551364
"844",0.752663883224404
"845",0.752709652376567
"846",0.815122623752427
"847",0.762106037572392
"848",0.740433413757651
"849",0.782391188589654
"850",0.753454260199793
"851",0.753864421529517
"852",0.77509417792329
"853",0.753422411481537
"854",0.765522096033136
"855",0.75997998343038
"856",0.763214815631031
"857",0.786148333150637
"858",0.744987743909739
"859",0.757985723177409
"860",0.769411038675877
"861",0.775743771479482
"862",0.749309463459465
"863",0.780890412420292
"864",0.763279534693517
"865",0.789294390338606
